,title,subtitle,authors,publisher,publishdate,description,isbn_13,page_count,main_categories,categories,average_rating,ratings_count,maturity_rating
2597,Outside the Dog Museum,,['Jonathan Carroll'],Macmillan,2005-06,"Recently divorced after an inexplicable nervous breakdown, award-winning architect and womanizing opportunist Harry Radcliffe is unexpectedly enlisted by the wealthy Sultan of Saru to design a billion-dollar dog museum, an assignment that introduces him to a magical culture beyond anything he has ever imagined. Reprint. 20,000 first printing.",9780765311856,270,['Fiction'],['Fiction'],4,7,NOT_MATURE
2598,Sleeping in Flame,,['Jonathan Carroll'],Macmillan,2004-10,"Falling in love with a beautiful artist who creates cities, Vienna screenwriter Walker Easterling discovers that he has developed the ability to see into the near future and is referred to a shaman who helps him tour his numerous interconnected past lives. By the author of The Land of the Laughs and The Wooden Sea. Reprint. 25,000 first printing.",9780765311863,306,['Fiction'],['Fiction'],4,10,NOT_MATURE
2599,Bones of the Moon,,['Jonathan Carroll'],Orb Books,2002-05-03,"Cullen James is a young woman whose life dictates her dreams-and whose dreams control her life. In her first dream, she found the perfect man-and the same thing promptly happened in life. Now, she has begun to dream dreams set in Rondua, a fantasy world of high adventure, full of tests of her courage and strength. Slowly and quietly, her dream world is spilling over into her New York City reality and beginning to threaten everything she loves in life. Her friends are gathered to help her-but even her newfound courage may not be enough.",9780312873127,224,['Fiction'],['Fiction'],4,11,NOT_MATURE
2600,IMovie 4 & IDVD,The Missing Manual,['David Pogue'],"""O'Reilly Media, Inc.""",2004,"This volume covers every step of iMovie video production, from choosing and using a digital camcorder to burning the finished work onto CDs. This book helps iMovie 3 users realize the software's potential as a breakthrough in reducing the cost, complexity, and difficulty of desktop video production.",9780596006938,500,['Computer graphics'],['Computer graphics'],2,2,NOT_MATURE
2601,Stylepedia,"A Guide to Graphic Design Mannerisms, Quirks, and Conceits","['Steven Heller', 'Louise Fili']",Chronicle Books,2006-11-09,"A chunky, distinctive object of brilliant design in and of itself, Stylepedia is the first handy, cross-referenced desk guide to the kaleidoscope that is modern design. In hundreds of illustrated entries, Heller and Fili, the award-winning authors of Euro Deco and numerous other popular design titles, survey the designers, schools, and movements that comprise the practice today as well as take a fascinating glimpse back at some of the seminal early leaders. From the first Santa Claus to appear on a Coca-Cola bottle to the increasingly ubiquitous camouflage tee shirt, iconic everyday items of yesterday and today provide valuable inspiration to designers and design aficionados. As quirky as it is useful and positively packed with lavish color illustrations, this designer's design compendium is the only one of its kind.",9780811833462,344,['Art'],['Art'],5,1,NOT_MATURE
2602,Arthur and the Lost Kingdoms,,['Alistair Moffat'],,2000-09,"Moffat builds up a thesis which enables him to reveal the location and identity of the real Arthur, asserting that he was not a king but a cavalry general chosen around 500AD to lead a coalition army. The key to this argument lies in place-names and their derivation, and that the lost medieval city of Roxburgh and its castle were Arthur's Camelot.",9780753810743,304,['Great Britain'],['Great Britain'],,,NOT_MATURE
2603,The Witch Family,,['Eleanor Estes'],Houghton Mifflin Harcourt,2000-09,Two little girls who love to draw witches build an elaborate world around the imaginary Old Witch and her family.,9780152026103,223,['Juvenile Fiction'],['Juvenile Fiction'],4,8,NOT_MATURE
2604,God Emperor of Dune,,['Frank Herbert'],Gateway Essentials,2003,"The epic that began with the HUGO and NEBULA Award-winning classic DUNE continues ... More than three thousand years have passed since the first events recorded in DUNE. Only one link survives with those tumultuous times: the grotesque figure of Leto Atreides, son of the prophet Paul Muad'Dib, and now the virtually immortal God Emperor of Dune. He alone understands the future, and he knows with a terrible certainty that the evolution of his race is at an end unless he can breed new qualities into his species. But to achieve his final victory, Leto Atreides must also bring about his own downfall ...",9780575075061,454,['Dune (Imaginary place)'],['Dune (Imaginary place)'],,,NOT_MATURE
2605,In Harm's Way,The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,['Doug Stanton'],Macmillan,2003-05,"Chronicles the worst disaster in U.S. naval history, describing heroism in the face of persistant shark attacks and hypothermia after the sinking of the U.S.S. Indianapolis in the South Pacific in the final days of World War II.",9780805073669,388,['History'],['History'],4,39,NOT_MATURE
2606,We Were Soldiers Once...and Young,Ia Drang - The Battle That Changed the War in Vietnam,"['Lt. General Ha Moore', 'Joseph Galloway']",Presidio Press,2004-11-23,"Each year, the Commandant of the U.S. Marine Corps selects one book that he believes is both relevant and timeless for reading by all Marines. The Commandant's choice for 1993 was We Were Soldiers Once . . . and Young. In November 1965, some 450 men of the 1st Battalion, 7th Cavalry, under the command of Lt. Col. Hal Moore, were dropped by helicopter into a small clearing in the Ia Drang Valley. They were immediately surrounded by 2,000 North Vietnamese soldiers. Three days later, only two and a half miles away, a sister battalion was chopped to pieces. Together, these actions at the landing zones X-Ray and Albany constituted one of the most savage and significant battles of the Vietnam War. How these men persevered--sacrificed themselves for their comrades and never gave up--makes a vivid portrait of war at its most inspiring and devastating. General Moore and Joseph Galloway, the only journalist on the ground throughout the fighting, have interviewed hundreds of men who fought there, including the North Vietnamese commanders. This devastating account rises above the specific ordeal it chronicles to present a picture of men facing the ultimate challenge, dealing with it in ways they would have found unimaginable only a few hours earlier. It reveals to us, as rarely before, man's most heroic and horrendous endeavor.",9780345475817,498,['History'],['History'],4,80,NOT_MATURE
2607,Eisenhower,Soldier and President,['Stephen E. Ambrose'],Simon and Schuster,1991-10-15,Condensed version of a two volume work originally published as: Eisenhower. c1983-c1984.,9780671747589,662,['Biography & Autobiography'],['Biography & Autobiography'],4,4,NOT_MATURE
2608,Eisenhower: The President,,['Stephen E. Ambrose'],Touchstone,1985,,9780671605650,750,['Presidents'],['Presidents'],,,NOT_MATURE
2609,"Baby Einstein: Water, Water Everywhere",,"['Disney Book Group,']",Disney Press,2003-07-07,"Charming illustrations and playful rhythmic verse make real-life learning fun by taking babies and toddlers on an adventurous discovery of water and its many sources. Squeezable and floatable, Water, Water, Everywhere can be enjoyed in and out of the tub.",9780786819119,0,['Juvenile Fiction'],['Juvenile Fiction'],,,NOT_MATURE
2610,As You Like it,(sound Recording),['William Shakespeare'],,2003,"Rosalind, daughter of the deposed Duke Senior, is exiled from the court by her wicked uncle. Disguising herself as a young man and accompanied by her cousin Celia and their loyal fool Touchstone, she takes refuge in the Forest of Arden. In the forest Rosalind meets young Orlando with whom she is in love, but her male disguise complicates matters, especially when Rosalind finds she has unwittingly attracted the shepherdess Phebe.",9781932219043,,['Man-woman relationships'],['Man-woman relationships'],,,NOT_MATURE
2611,As You Like It,,['William Shakespeare'],Simon and Schuster,2011-08-23,"Readers and audiences have long greeted As You Like It with delight. Its characters are brilliant conversationalists, including the princesses Rosalind and Celia and their Fool, Touchstone. Soon after Rosalind and Orlando meet and fall in love, the princesses and Touchstone go into exile in the Forest of Arden, where they find new conversational partners. Duke Frederick, younger brother to Duke Senior, has overthrown his brother and forced him to live homeless in the forest with his courtiers, including the cynical Jaques. Orlando, whose older brother Oliver plotted his death, has fled there, too. Recent scholars have also grounded the play in the issues of its time. These include primogeniture, passing property from a father to his oldest son. As You Like It depicts intense conflict between brothers, exposing the human suffering that primogeniture entails. Another perspective concerns crossdressing. Most of Orlando’s courtship of Rosalind takes place while Rosalind is disguised as a man, “Ganymede.” At her urging, Orlando pretends that Ganymede is his beloved Rosalind. But as the epilogue reveals, the sixteenth-century actor playing Rosalind was male, following the practice of the time. In other words, a boy played a girl playing a boy pretending to be a girl. The authoritative edition of As You Like It from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an eBook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the play",9780743484862,321,['Drama'],['Drama'],5,1,NOT_MATURE
